file_id,user_id,subforum_id,num_contexts,label,texts,group
13641495_1,576653,1391,0,hate,"My wife 's favorite place in Ireland is in the Kingdom , Cloghane Village , and O' Connor 's pub. I hope that place has n't been invaded .",train
13643462_1,591099,1391,0,hate,Can i suggest some of the locals get up of their behinds and lets these traitors know that this anti-white festival is not welcome in their town 828,train
13843813_1,574024,1391,1,hate,Not good news at all but this happens in all European nations and is no doubt pushed by the likes of Jews like Summer Redstone and MTV !!,train
13845145_1,592499,1391,0,hate,So according to your logic since blacks have been in N.America for hundreds of yrs they should be allowed to stay ? and yes whites should leave africa .,test
13847335_1,592532,1391,0,hate,"We have to encourage people to boycott all black businesses , start rumours that blacks working in shops have AIDs which is probably true .",train
13847335_2,592532,1391,0,hate,Africans in Ireland should be treated like paedophiles .,train
13851926_1,592662,1391,0,hate,"The red scum will never wake up , ignorant lefties fight for `` their class '' when their making a mockery of their culture and heritage . commie scum ..",test
13854529_1,591076,1391,0,hate,that is absolutely * * * * ing unbelievable.they can just go route one now.no more messing about going through europe.in bongo land one minute jump on the plane and 5 hours later hop off the plane with the biggest negro smile and shout ASYLUM.i am totally depressed hearing this,train
13856080_1,574043,1391,0,hate,"Tralee is a disgrace , the place looks like a town in africa nowThe day Ireland becomes a muslim country is the day i stop breathing !",test
13856374_2,580976,1391,0,hate,"YouTube - Brussels on 9/11 : For a free Europe , against Islamization",test
13856726_2,592730,1391,0,noHate,"To learn more , click here : www.jonasridgeway.com/tech2.html www.spiritual.com.au/astral.html www.astralweb.org www.near-death.com/experiences/cayce01.html www.astralvoyage.com/projection/index.html It would be pretty cool for teachers to tell White kids they go out-of-body every night .",train
13857382_2,591126,1391,0,hate,Even if they do stop pouring in most of those that are here have no intention of going back to poland .,test
13858316_1,574905,1391,0,hate,The worst thing about the present immigration is that it 's spread all over the country .,train
13858341_1,592767,1391,0,hate,"I disagree you can never justify race mixing Some of them girls may have been brainwashed by media , also you are condemning their kids and furture generations of kids to a non white future .",train
13859057_1,589430,1391,0,hate,"Glad it made news your way the truth must be told but have you noticed it says it is not a racist attack , Oh but we all know the story shall it of been some poor black bastard bashed to near death in Dublin eh",train
13859752_4,578188,1391,0,noHate,http://www.righttomarch.com/,train
13861955_1,590349,1391,0,hate,I heard about it is it about that white guy that killed that race traitor slut and her nig nog boyfriend ?,test
13864997_3,585781,1391,2,hate,Most White Western Women have the racial sense of a cabbage .,train
13866762_1,591103,1391,6,hate,The thing that concerns me is that he got a house off the council thats a house that a Irish family should have got .,train
13942302_1,592355,1388,0,hate,It's a shame that universities of Canada import black and brown people .,train
13942302_2,592355,1388,0,hate,Most of the time they are quiets sheep who want to intergrate but their children makes a new generations of thugs and prostitute .,train
14017062_1,577037,1388,0,hate,"I'm with you , Winnipeg has become a cesspool .",train
14017062_2,577037,1388,0,hate,"I was beaten and robbed by two natives last year and over the last couple of years I have watched downtown turn into black , brown and yellow town. the food court at Portage place has started to remind me of the creature cantina from star wars .",train
14018324_2,572905,1388,0,noHate,"So I guess you 'll just have to go to the Canadian Prime Minister and ask him to declare you Emperor and step down , or something ?",train
14019838_2,572617,1388,0,noHate,"Should the guy who sang cop killer also have a trial , because he tragted a minority , cops .",test
14021558_1,574578,1388,0,hate,I try and avoid shops owned by.or employing non.whites too .,train
14021558_2,574578,1388,0,hate,At least shop where a white is at the counter is my rule .,train
14021677_3,576994,1388,0,noHate,It was probably written by a 15 year old .,test
14023061_1,574612,1387,0,hate,Yeah but what you have to remember is that the jews are cunning and would probz slither their way out of it and justify their right to bare arms by use of the pro jew media and without a doubt the old holocaust excuse. our race would not be to blame most of us are brainwashed from a young age by T.V or schools its are job to wake them up comrade and defend them for we are fast becoming a minority in our own countries,train
14025658_1,576882,1387,0,hate,The attacks are coming from wankers who live in England maybe even born here and have little or no English ancestry and call themselves British .,train
14027524_2,594105,1387,0,hate,Sooner or later the black one will say `` mother * * * * er '' or `` madick '' .,train
14027585_1,576562,1387,1,noHate,"The fact that she s casually announced this to the country functions as a make-shift IQ test right there . That s because of your reputation ; not your looks , love .",train
14027965_1,595797,1387,0,noHate,I found out this morning that junior school kids are n't allowed to sing Bar Bar Black sheep anymore because it 's racist and might offend the coloured kids so they are being told to sing Bar Bar randow sheep ! whats next we 'll not be allowed to sing god save the queen .,train
14028685_1,595997,1387,0,noHate,"I do get my Theirs , theres and they 're , mixed up sometimes but i was educated under Labours rule so i cant be completly to blame .",test
14028870_1,591076,1387,0,hate,"These areas that you name are the preserve of the rich , you wont find a single white working class person living there.We might look down on blacks and pakis as scum and not want them living near us but the upper class feel exactly the same about us",train
14030948_1,596255,1387,0,hate,Having recently traveled to London I was disgusted by how non-white the city had become .,train
14031705_2,582357,1387,0,noHate,"Agree with the rest , the recent transfer window says everything , hundreds of millions spent on a few players .",train
14031868_2,579639,1387,0,hate,"The chairman of the FA is one David Bernstein and , yes , he is a member of a certain tribe that delight in bringing diversity and the benefits of multi-culturalism and ' anti-racism ' , along with boatloads of third-worlders to Britain .",test
14033097_2,575458,1387,0,hate,This land was founded by whites for whites and I prefer to punish the symptom of urban decay rather than just its zowg figurehead .,train
14034088_2,578591,1387,0,noHate,"Black father , White mother , half breed teenage son .",train
14034954_1,572285,1387,0,hate,London nowadays is more dangerous for tourists than Zimbabwe Like the above poster says do n't go to London just go someplace else that is much better like Bath or Stratford Upon Avon ( Shakespeare Birthplace ) Londonistan is a craphole,train
14035042_1,572921,1387,0,hate,You Anglo-Americans are all welcome to England if you can perform the ' small ' task of riding London of it 's ethnics !,test
14035106_1,582213,1387,0,hate,Look at this cultural incongruity from Plymouth . VIDEO : Plymouth celebrates St George 's Day with music and dancing in the streets | This is Plymouth,train
14035506_1,576882,1387,0,noHate,Thank you brother .,test
14036583_1,572344,1387,0,noHate,I was sure that they were lying about the numbers and it 's must be the same in every country IMO .,test
14037459_3,578843,1387,0,hate,All we here an Stormfront Britain are saying is that MASS white immigration is detrimental to OUR nation for the reasons we have given time after time .,train
14038784_1,576732,1387,0,hate,Their English language means they are drowning in the MLK-esque crap coming out of America .,train
14039906_2,578360,1387,0,hate,There have been times when I have walked past some nigerian or skinny and they will cough with hand at their side without care for those around them .,test
14039906_3,578360,1387,0,hate,The indians and stanis will just spit all over the street .,train
14040165_1,572976,1387,0,noHate,I watched a few minutes of it the other night and felt sick .,train
14040165_2,572976,1387,8,hate,Disgusted that Birmingham has gone from the `` workshop of the world '' ( a city of a thousand trades ) to producing scumbags like this .,train
14056592_2,572255,1383,0,noHate,And they really are quite a frustrated group .,train
14057345_6,572065,1383,0,noHate,Mostly they were playing loud kurdish music .,train
14059957_1,576427,1383,0,hate,"Notice how not one of these Hungarians gave one good source validating their preposterous claims , they just came here to complain and start name calling , just as stupid liberals do .",train
14062684_1,587192,1383,0,hate,"This is really not European news , but everybody should know that after years of Lebanese and other arabs intimmidating white women on Cronulla beach and after the cowardly attack on two white life-savers ( !! ) the Lebanese got theirs yesterday .",train
14077688_1,578492,1383,1,hate,Yeah I think they 'd be much better off back home .,train
14081846_1,578492,1383,1,hate,"They are beating each other to death everywhere , just look what they do to each other in Africa .",test
14081846_2,578492,1383,1,hate,We should just isolate them so those mutated monkeys can completely whipe each other out .,train
14082484_1,594293,1381,0,noHate,"Hey, I 'm looking to meet new people maybe find myself a nice white boy .",test
14082484_2,594293,1381,0,noHate,I 'm 20 and in Vancouver .,train
14087829_2,572223,1381,0,noHate,"Behind every avatar is an actual person , and we can even meet .",train
14094150_1,598615,1381,0,noHate,To me and the rest of my commrades on this wonderfull White Day !!! I hope you have loads of fun and be safe !!!!,test
14096532_2,598828,1381,0,noHate,And the general idea is to pick anyone on the site thats logged in to say hello .,train
14098769_7,575319,1381,0,noHate,A 750 lb boat with a 280 hp motor .,test
14098769_9,575319,1381,0,noHate,My buddy 's boat is anchored beside it .,test
14100224_3,585681,1381,0,hate,Maybe spread some HATE and intolerance ?,test
14101084_1,574315,1381,0,noHate,I used to enter horse competitions until I was thrown off one and broke my leg .,test
14101526_2,593187,1381,0,hate,I am in agreeance with you about this haven being a great place to speak out and vent the anger we get from living in Zogworld .,train
14102291_2,599426,1381,0,noHate,"So I should probaly start working on the biscuits and gravy for breakfast when you come up then , huh ?",train
14105052_1,573678,1381,0,noHate,Let me be the first to say WELCOME to SF .,train
14105080_2,599798,1381,1,noHate,That 's the Norweigian black metal band Emperor .,train
14105080_3,599798,1381,1,noHate,They 're music is one of the reasons I decided to become a white nationalist in the first place .,test
14105196_1,599813,1381,0,hate,open a new shop somewhere get my son more interested in education ( he hates school ) help mor ein my community try to whiten things up > >,train
14108438_1,599271,1381,0,noHate,"I am in Orlando , and I am also searching for people who are proud of their heritage. email if you are intrested in talking",train
14110260_4,589660,1381,0,noHate,Einherjer88@hotmail.com,train
14111061_1,600089,1381,0,noHate,KC skin boy looking for KC skin girl .,test
14111335_1,586751,1381,0,noHate,"I live on Long Island , need to get a new drivers license , but when I do , Im up for travelling .",train
14111486_1,599749,1381,0,noHate,well since we have all of us from phoenix lets exchange numbers and meet up dont laugh at the email addy it was a joke hehe pure _ tattooed _ white _ trash@yahoo.com,train
14264376_1,572043,1380,0,hate,Hell I 'd rather clean a dozen tiolets a day then have to walk into a bathroom and see some mongrel standing there with a mop giving me a glassy-eyed stare .,train
14266885_2,578829,1380,0,noHate,It 's there .,train
14267659_1,599803,1380,2,noHate,"I lived in texas when i was younger , i know how tough some things can get . `` rasslin animals '' is half the fun",test
14279550_3,573505,1380,0,hate,"Living in a boarder state , Texas , the problems of illegal aliens is , naturally , a stark reality , and let me add that the only solution that I see is the implimentation of U.S. Troops as guards on the Mexican boarder .",test
14406890_3,575011,1375,0,hate,Teach our men to be men again and defend our countries and women folk against the non white .,test
14650949_2,574041,1371,0,hate,"These feral negroes stalk white women , rape and kill and , no one seems willing to stop them .",test
14672820_1,576320,1371,1,noHate,"That type of negroes call your kind of brothas , Uncle Tom .",test
14672861_2,572043,1371,0,hate,The only good thing about Indians is their married women are so loose that prostitution fails in Indian areas .,test
14673237_1,574041,1371,0,hate,"Miami,( I do n't know how Don can stand living down there ) Hispanic - 279,456 ( 70.0 % ) Black alone - 64,993 ( 16.3 % ) White alone - 47,622 ( 11.9 % ) Asian alone - 3,649 ( 0.9 % ) Two or more races - 2,642 ( 0.7 % ) Other race alone - 676 ( 0.2 % ) American Indian alone - 361 ( 0.09 % ) Native Hawaiian and Other Pacific Islander alone - 58 ( 0.01 % ) Read more : Miami , Florida ( FL ) profile : population , maps , real estate , averages , homes , statistics , relocation , travel , jobs , hospitals , schools , crime , moving , houses , news , sex offenders",test
30382967_2,578432,1348,0,noHate,I cannot imagine how revolting it must be - the PC dialogue at your university -- idolizing athletes who dont belong in college -- white women getting pregnant with freaks,test
30395814_1,734606,1348,0,hate,"As a nation , we are in desperate need for an immigration time out and a zero tolerance policy for those here illegally .",test
30439769_3,573224,1362,0,hate,It 's just the way they are .,test
30457422_2,572269,1388,0,hate,I considered it being `` ethnically cleansed '' from my childhood home,test
30474323_6,581520,1354,0,hate,"Then again , in this modern age of white youth emulating negroes and white adults groveling at the feet of the juden , perhaps it 's an appropriate word after all .",test
30483980_1,578125,1359,0,noHate,I've got two knife blocks on the counter .,test
30507560_1,575970,1362,0,noHate,"Chicago Teachers Union president explains how to inject politics into math - YouTube Chicago Teachers Union president Karen Lewis explains how to politicize school math for organizing - EAGnews.org powered by Education Action Group Foundation , Inc.",test
30507680_2,603922,1362,0,noHate,Maybe you should look there or just move here to miss. Or more specifically Tupelo .,test
30507680_3,603922,1362,0,hate,"All we have is blacks and a few mestizos and all are pretty well behaved , we keep them that way around here",test
30537263_3,580921,1362,0,noHate,It offers certificates of completion for many courses .,test
30541960_3,738851,1348,0,hate,The only thing that they care about is welfare and mooching of all the rest of us .,test
30586792_1,739402,1348,0,noHate,"Next time you see someone with their pants falling down , just help them !",test
30607361_1,581584,1348,0,hate,"Back when I was a kid , even the black folks called them that .... `` Ooohhh I' z cai n't wait until Crimusz , I' z gonna get me sum of dem niggah-toes and oranguz fo ' Crimusz , an ' sum peppahmintz ; dey shoa iz gud ! ''",test
30622773_2,572622,1359,0,noHate,"I 've seen shots with a .45 , where people walked around angry .",test
30622912_4,580712,1359,0,hate,"Instead it is the athletic negro Holyfield 11 kids , Mike Tyson 7 kids , Riddick Bowe 5 kids , George Foreman 10 kids who procreate like apes and spread these athlete genes along .",test
30644184_4,572066,1346,0,hate,"Deanna Spingola and Dr. Lorraine Day - Zionism , the Holocaust , Aids and Vaccines YouTube - Deanna Spingola and Dr. Lorraine Day - Zionism , the Holocaust , Aids and Vaccines Listen/watch the full interview @ Deanna Spingola and Dr. Lorraine Day - Zionism , the Holocaust , Aids and Vaccines : Free Download & Streaming : Internet Archive www.DrDay.com www.GoodNewsAboutGod.com",test
30670140_1,572333,1362,0,hate,It's weird most Indians dot and to an extent feather that I deal with hate blacks more than they do whites and find blacks to be lazy and worthless .,test
30679925_3,580921,1362,0,hate,That 's to assume the gay ones are n't abusive .,test
30758569_1,584200,1347,0,hate,"why did god give negroes good rhythm ?? because he messed up their lips , hair , nose and skin so yes they are ugly !!!!!!!!!!!!!!",test
30761981_1,581586,1347,0,noHate,"I believe Abraham 's faith was tested by God when he asked him to sacrifice Isaac , the quran falsely claims it was Ishmael .",test
30762994_1,572289,1354,0,noHate,I take it you are a little person then .,test
31722565_2,577462,1363,0,hate,God forbid anyone should promote straight racially loyal hetrosexuality Diablo,test
31759324_1,573679,1363,0,hate,I know how you feel BreakTheSilence luckily this is your last year in school and it is almost over otherwise I would say you should look into independent study where you do not have to put up with all the filth that is in the public education system .,test
31783609_1,590030,1363,0,noHate,You could try looking at the National socialist and Fascist Resource Centre at http://www.ufc.co.uk They cover a whole range of educational material .,test
12854968_2,575569,1346,0,hate,My wife had to spend time at the UP Hospital in Philadelphia - thank God I was licensed to carry in Pa. Downtown Philadelphia is becoming a cesspool .,train
12858788_2,576152,1346,4,hate,They are culturally raping european countries in every way .,train
12858788_3,576152,1346,4,hate,Liberal is just the PC word for Rapist .,train
12858929_2,572226,1346,0,hate,Do non Whites really think they measure up to Whites ?,train
12881766_2,577734,1345,0,hate,Every white person from Michigan knows that our Detroit negros are the worst in America .,train
12882293_2,577433,1345,0,noHate,Here you would be in and out of the ghetto in prob under a minute .,train
12899202_1,572684,1345,0,hate,General1812 I think maybe they now starting to have cold feet ; as the race who have feed them will die out .,train
12902289_3,578166,1345,0,noHate,"On his first day of school , he is tormented by the evil spirited White children .",train
12959685_1,577004,1345,0,hate,"Yep the bottom line is without a strong family behind her a young girl is very vulnerable .. The Jew knows this and Glamorises the Negro using its media power , here we see the results .",train
13060195_1,573125,1345,0,noHate,I hear that McDonalds is coming to their aid .,test
13060199_2,579203,1345,0,hate,`` Those evil Whites .,train
13060199_3,579203,1345,0,hate,"We have to kill off all of the Whites so we can go back to eating cow dung ! """,train
13061354_1,573432,1345,2,hate,They are too dung stupid to be able to tap into the market .,train
13061354_2,573432,1345,2,hate,They would be better off just sitting out in the sun eating a dirt sundae .,train
13120564_1,577014,1345,7,noHate,I would willing risk jail time if it meant I could get my hands on them or anyone who does that to a white child .,train
13251831_1,576070,1345,0,hate,"I always thought it would be cool if somebody covertly set off a nuke in Kashmir , and then we all could sit back and watch as the Paki 's and Indians nuke the scheiss out of each other .",test
13285245_1,573347,1345,15,hate,"May they just need to turn these savages loose , justice will take care of itself .",test
13285245_4,573347,1345,15,hate,Just let Shaniqua leave her kids home to burn the house down while she goes to da club .,test
13287496_3,573474,1345,0,hate,These groids went haywire when they got in there and found themselves a white girl .,train
13287496_6,573474,1345,0,hate,That 's every groid 's wish anyways .,train
13287496_7,573474,1345,0,hate,String ' em up !,train
13419558_2,575899,1347,0,hate,They do what they always do take something of someone else 's and make it their own .,test
13438987_3,572043,1347,0,noHate,I have taken THAT particular test like ten times before .,train
13451537_1,572668,1347,0,hate,"We can work together and look after each other which blacks cant. We can think as individuals and do things because they are right and not because we are told to , which asians cant.",train
13453704_4,575957,1347,0,noHate,( As I watch from the safety in front of my computer monitor. ),train
13455190_1,575082,1347,1,hate,Sadly that is what happens when you dumb down a society and make everything sexual.Not even innocent animals are out of the question for these sickos .,train
13455369_1,582378,1347,6,hate,Crippin nigga .,train
13455369_2,582378,1347,6,hate,WE CRIPPIN NIGGA .,train
13455369_4,582378,1347,6,hate,"WE GOT MONEY AROUND HERE TOO Compton Crips Pt.1 - YouTube These negroes are in the middle of the street , seems like something of a zoo , playing with their cheap lowriders .",test
13457114_1,573278,1347,0,hate,Humans and negroes use restaurants in entirely different ways .,train
13458187_2,582515,1347,2,hate,Most of these videos belong on the Animal Planet tv channel .,test
13459510_1,575746,1347,0,hate,Blacks seem to be hell bent on embarrassing themselves and acting like animals everywhere they go .. this is pretty typical behaviour ..,train
13460337_1,572059,1347,0,hate,"Me thinks Genesis is a negro who thinks he 's from the line of Adam.A troll , confused , black and prowling Stormfront.So make the Revelation Genesis - what are you really up to ?",train
13465352_1,575695,1346,0,noHate,Police threaten woman for requesting white housemates .,train
13471610_2,575834,1346,0,noHate,"http://www.japantoday.com/category/n...a-bound-flighthttp://www.washingtonpost.com/wp-dyn...071301714.html Uzodinma Iweala is the author of `` Beasts of No Nation , '' a novel about child soldiers .",train
13471818_3,576319,1346,5,hate,"Hispanics , Blacks and Asians are all doing it .",train
13471827_1,581678,1346,4,hate,of course they wo n't. they just want to steal our land. they would n't stop until we are all dead. and neither would we .,train
13473131_1,575873,1346,0,hate,The only thing more disgusting than a White woman with a groid is a White woman who drags her White child into the filth with her .,train
13474456_1,576695,1346,0,hate,"zpridez NO big deal , I got your drift.IMO If these bellyaching Black peoples et al continue to negate/or ignore the present ' Products of Progress ' within society we 're all doomed .",train
13475861_1,574312,1345,0,hate,i love it when jews get a taste of thier own vile medicene I hope each and every one of them young to old starve in the cold,train
13475873_1,575941,1346,0,hate,Don't eat a Snickers candy bar ... it will turn you into a negro ! ( Also has the obligatory White doofus guy at the end. ),train
13481896_1,576310,1346,0,hate,"Since they are just little kids i do n't want to be rude , but how ugly is the black kid compared to the others ? it 's not even adorable , it 's kinda scary lol",train
13490903_2,585880,1395,0,noHate,75 % of junior high Student 's could n't point out New york state on a map .,train
13494433_6,585757,1395,0,noHate,R1b is the most common haplotypes defining the Europeans,train
13494521_1,585757,1395,0,noHate,i found another example of a so called `` russian '' turk who hates armenians and georgians .,train
13496220_2,575090,1395,4,hate,The only way to deal with these animals is to give them a one way ticket to their filthy pig god .,train
13499896_2,576220,1395,0,hate,"Every f * cking school child knows that the Globe is round , only total PIZDAS do n't .",train
13500353_1,576788,1395,0,hate,Any purported `` holy book '' which says such vile & despicable things as the talmud says about Mary & Jesus cannot come from a place of goodness.Jews are so convinced of their superiority that they think they can trick God of their love & fidelity by pretending to honor him .,train
13500718_2,586444,1395,0,noHate,Are they playing old stuff or newer stuff more ?,train
13504803_2,586601,1395,0,hate,"Situation in Switzerland is terrible , blacks and muslims are everywhere ! We were a great Country with a great People but all these monkeys are transforming Switzerland in a zoo where law is not respected .",train
13504803_5,586601,1395,0,hate,"Prostitution and drug is getting everywhere , dealers are from Senegal , Guinea , Nigeria , dirty prostitutes are fom Cameroun .",train
13504803_6,586601,1395,0,hate,Charming is knowing that all these unuseful beings lives in Switzerland as refugees !!!!,train
13504803_9,586601,1395,0,hate,"I had the luck ( ... ) to meet some africans in the past and I promise you that black are the worse cancer of the world , they 're ready to sell their own sister so you can imagine what will they do with our Countries ..",train
13504803_10,586601,1395,0,hate,Keep Russia free from dark skinned beings !!!! thank you and please forgive me for mistakes .,test
13560796_3,576173,1394,0,noHate,"Since the eleventh letter of the alphabet is K , 3 Ks = Ku Klux Klan .",train
13560796_4,576173,1394,0,noHate,23 - White Supremacist - The 23rd letter of the alphabet is W. ROA - Race Over All - Rasa iznad svega SWP - Supreme White Power - Nadmoćna Bela Sila 100 % - 100 % White - 100 posto Belac-beo .,train
13563834_1,580949,1347,0,hate,The point is not the throne itself but the reason for it and what it represents to the apes fighting and tramping for it .,train
13563834_2,580949,1347,1,hate,"The natural royality of the planet was not the posing apes , but the Overman .",train
13585892_1,586021,1393,0,hate,If you search around you can probably find `` hoax of the 20th century '' for free on the net .,train
13586829_1,581116,1393,0,hate,How on earth can they be Swedes when they are the result of race treason ?,train
13586829_2,581116,1393,2,hate,They are anything but Swedes and to be honest it is good to get rid of them .,train
13587085_1,572043,1393,0,hate,"We've had a couple of similar cases in Finland , when a nig purposefully tried to give dozens of Finnish women hiv/aids .",train
13588153_1,589562,1393,0,hate,"If you think that 's funny , you should have seen the black guy that used to run around my home town wearing a kkk emblem.But people like that are usualy not that bright .",train
13589077_1,589887,1393,0,noHate,Hello!,train
13589608_2,586693,1393,0,hate,Beautiful Sweden poisoned by Arab/Muslim trash .,train
13589608_3,586693,1393,0,noHate,Fathers of Sweden watch out for your daughters ' safety !,train
13590782_1,586668,1393,0,noHate,Perhaps you can use this BTW notice that the information is accompaigned by a rather clumpsy muslim exercise in damage control .,train
13591809_3,586267,1393,0,hate,So that excludes uneducated third worlders .,train
13592546_1,589849,1393,0,hate,"Put the mudraces in their own countries , build a fence around them and wait a decade or two , and soon they 'll be back to the state we found them in , with their numbers decimated by their diseases and wars .",train
13593952_1,579668,1393,0,noHate,Just ran across this letter from Finland written by a non-racist .,train
13609554_1,589705,1393,0,hate,It's people like this that are the face that represents the filth of Islam .,test
13615314_1,581214,1393,0,hate,To be honest .. i dont think this Muslim killed him because he thought the swedish boy looked like a racist ... it was probably just an excuse .,train
13639181_1,591076,1391,0,hate,Islam is not compatible with our way of life in this green and pleasant isle.Irish people are white and Christian FFS !,train
13643281_1,591206,1391,0,noHate,"well im in town every day and i 've never come accross them. it was probably a group of about five 15 year olds who had been drinking all day and were out on the piss having a laugh. if its an organised group , they do n't sound too smart .",train
13842505_1,591118,1391,1,noHate,now that ye mention it he does look a bit like this traveller i knew. i wonder if we gave him a wash would he really be a white guy with red hair ?,test
13842818_1,591162,1391,3,hate,They have been taking advantage of our over-welcoming nature for far to long .,train
13842818_2,591162,1391,3,hate,If we do n't act soon they will bread us out .,test
13843216_1,572307,1391,0,noHate,"And meanwhile , Gerry Gerry Dingleberry is trying to kill off future generations of Irish .",test
13844785_1,591113,1391,0,hate,I heard from friends in Boston this is true.Blacks will attack an Irish America with a shamrock tattoo.How long before this happens in Ireland ?,test
13845153_2,581248,1391,7,noHate,"One !!!!! per county , ....... heartbreaking ..... absolutely heartbreaking .",train
13852434_2,590349,1391,0,noHate,I hope their is some sort off protest about this,train
13853553_1,592575,1391,0,hate,Hopefully they will get deportation orders and be on the next flight back to Cairo .,test
13853553_2,592575,1391,0,hate,Ireland does n't need arab scum like these .,train
13857273_2,584865,1391,1,hate,"Do they expect us to go out and welcome these leeches on our society with open arms. they should give them zyklon b for lunch , thad would help the suitation !!!",train
13857875_1,574905,1391,0,hate,Beware of the falling house prices that Negroes bring with them ( another reason why you 'll never find them living near politicans ) .,train
13858325_1,590316,1391,0,hate,"When I look at the Zimbawee 's Mugabe , I think `` Ape '' or `` Gorilla '' .",test
13859214_2,592518,1391,0,hate,Mass white immigration is Ireland 's current scourge and should be slashed by 95-97 % ..,train
13861385_1,590493,1391,0,hate,"the white race will soon be on the brink of being a minority in a few years if nothing is done to stop these vile hordes invading our lands , I for one do not want to live in a city like Bradford or Birmingham where we are outnumbered 2 to 1 or worse",test
13861387_1,590493,1391,0,hate,"yeah but you live in a big country , N. Ireland is quite small yet large numbers of the scum are invading these shores every day",train
13861569_1,590349,1391,0,hate,i SEE UTV DID NOT POST MY COMMENTS TYPICAL SPREAD THE WORD THROUGHOUT IRELAND RUN THESE INVADERS OUT GO HOME AFGANIES WOULD YOU SEE US DOING THIS IN YOUR COUNTRY ??????????????????????????????????????????? ??,train
13862375_2,589338,1391,0,hate,Seen some girl about 6 years old begging on grafton street once and we were coming out of a shop a few mins later when her father pulls up in a decent car. scum. the lot of them .,train
13862377_1,592530,1391,5,hate,11000 euro !?! * * * * ing scum ! i wonder if anyone would get anything if they set themselves up in a polish area and started begging. they would probably get a * * * * ing beating .,train
13864550_1,577819,1391,1,hate,"Boy, those same blacks get awful mad when you have a sign saying `` No to a black Africa '' , then it becomes wrong .",train
13864623_2,587329,1391,0,noHate,Truly sad ...,train
13864623_3,587329,1391,0,noHate,Every day they erase more of our past .,train
13866649_3,572554,1391,0,noHate,"You 're treading on very thin ice , jimmy .",train
13867005_1,592928,1391,0,noHate,"Thanks, ive actually found this to be a very warm and welcoming site , been reading for a few weeks now , thought id register .",train
14017903_1,579682,1388,1,hate,"Explain to them this is wrong. send mass emails explaining the science behind it , and tell everyone not to breed with them .",train
14023149_1,574612,1387,0,hate,Yeah they are buying a lot of houses around my area to probz so they can house there massive inbred family when they come over to the UK .,train
14023644_1,572921,1387,0,hate,"It only took Labour ten years to bring more immigrants * cough * invaders , here than had ever migrated here in the last 5 thousand years .",train
14028385_1,576546,1387,13,hate,I do n't think we want to throw them under a bus but they certainly are stealing our livelihoods and forcing up our rents and house prices .,train
14032023_1,580960,1387,0,noHate,"Hello Thomas & welcome to SFBritain Good to have another young lad on board .. have a look through the youth section , good info .",train
14034183_1,577699,1387,0,noHate,"I havent seen a white security gaurd for years.although i did see a black security gaurd chasing a lithuanian shoplifter a few weeks ago it was hilarious.i was waiting to cross the road when i saw this guy run from the shop with a bag full of meat and cheese , he got two steps out of the shop and tripped up the bag fell in the road with the shoplifter almost getting run over , he got straight up and run like the wind chased by security ( who failed to catch the thief )",train
14034403_1,594140,1387,0,noHate,A British school where none of the students have English as their first language ?,train
14034403_2,594140,1387,0,hate,"This is the last straw , how much more will damage Europe and Western civilization these Zionists ?",train
14038310_1,576413,1387,0,noHate,Here's an example of red violence against patriotic St George 's Day marchers and a red site encouraging even more of it the next year . Stop the March for England 2013 ( from Rough Music ) | Brighton Anti-fascists,test
14038566_2,596097,1387,0,noHate,From what I hear .,train
14038566_4,596097,1387,0,hate,"Thanks to the imported filth that , like our land under its current occupation .",test
14038566_5,596097,1387,0,noHate,Is so readily happy to `` welcome '' .,train
14038941_1,580185,1387,0,noHate,Yep blame the grandparents parents plus school teachers .,train
14038941_2,580185,1387,0,hate,That 's it I slag off anyone who did n't vote BNP or NF .,train
14040105_1,574345,1387,0,noHate,Why do you feel a need to talk about this publicly ?,train
14040105_2,574345,1387,0,noHate,My advice would be to pray about it and ask yourself what sort of person is she now .,train
14051885_1,577719,1383,0,noHate,When they refuse to convert to Islam they will learn at the end .,train
14051885_2,577719,1383,5,hate,They are supporting the destruction of their future generations .,train
14061449_1,577015,1383,0,hate,"POLICE ARREST MOORE STREET , DUBLIN CITY CENTRE - 1 - YouTube http://www.youtube.com/watch ? v = LY-6O4ChVA8 Wait till the blacks riot and and attack cops i give a few years and they will be full scale black riots in Ireland .",train
14063913_1,572097,1383,0,hate,Dunnes strikers to attend funeral - BelfastTelegraph.co.uk Lets hope these reds are n't mistaken for the usual white targets of these jungle savages !,train
14070724_1,576387,1383,0,noHate,"Fortunately for Golden Dawn they do n't depend that much on the internet , since they are a grass-roots organization through and through .",train
14078896_1,579750,1383,0,noHate,If it was the other way around and it was white on black we would never of heard the end of it,train
14080170_1,577768,1383,1,hate,It is an extremely cruel act against the poor Vodka-bottle forcing it to spend it 's time forever close to a jew .,train
14094712_2,573615,1381,0,noHate,"I must say , the younger guy sure keeps this gal young and fit .",train
14095332_2,577560,1381,0,noHate,If her eyes linger ................................... she 's yours .,test
14096420_1,598832,1381,0,noHate,still looking for white people of the same belief to talk to or maybe hang out.stength is in numbers and georgia is getting outnumbered as we speak .,train
14097304_2,582625,1381,0,noHate,"I mean three or four years older , like 24 or 25 years of age .",train
